userid,age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,engagement_score,user_category,primary_platform
1014347,18,male,834.0,3121,1721,270,1958,0.28505376325868864,Medium Engagement,Web
1432744,60,female,1583.0,2849,1191,750,1467,0.284900614575187,Medium Engagement,Mobile
1855389,17,female,1206.0,3430,1039,205,1596,0.28481183184918535,Medium Engagement,Mobile
1848042,28,female,508.0,4562,451,438,4691,0.28478977434793384,Medium Engagement,Mobile
1954646,22,male,274.0,4078,773,3228,1956,0.28469703328918916,Medium Engagement,Both
1221158,77,male,984.0,3279,1455,23,511,0.2843321348373561,Medium Engagement,Web
1007614,50,male,1943.0,2697,1024,598,296,0.2842175632194385,Medium Engagement,Mobile
1799588,16,female,660.0,4279,612,299,4278,0.2840288650683349,Medium Engagement,Mobile
1330487,19,male,594.0,3564,781,4007,6578,0.28401620085454454,Medium Engagement,Both
1111675,17,female,1532.0,3461,718,5,141,0.2837649778062369,Medium Engagement,Mobile
1007750,113,male,1895.0,2417,1397,360,140,0.28369176375493765,Medium Engagement,Both
1033021,17,female,797.0,3973,883,87,335,0.2834077011174555,Medium Engagement,Web
1812241,103,female,1981.0,2505,1125,818,857,0.28333957414509325,Medium Engagement,Mobile
1532834,22,female,152.0,4696,231,2724,6012,0.28318367763963903,Medium Engagement,Mobile
1383700,18,female,540.0,3718,1407,17,66,0.28270337472667506,Medium Engagement,Mobile
1292166,108,female,1026.0,4227,335,269,855,0.28264917001767753,Medium Engagement,Web
1730678,19,male,1561.0,3131,970,163,1228,0.28264559188860544,Medium Engagement,Web
1535797,16,female,1251.0,2768,1042,2053,20303,0.2825319765313844,Medium Engagement,Web
1122747,108,female,1101.0,4063,399,388,1161,0.28217575962010666,Medium Engagement,Web
1024869,57,female,2226.0,2521,909,467,209,0.28214316178511395,Medium Engagement,Mobile
1294472,61,male,797.0,4478,321,144,6,0.28213114812028806,Medium Engagement,Web
1349746,16,male,197.0,4190,1170,230,1703,0.2817936327762893,Medium Engagement,Both
1913961,21,female,412.0,4546,422,1064,2794,0.28152351880768706,Medium Engagement,Mobile
1926655,19,female,469.0,4863,241,37,166,0.28141774626827043,Medium Engagement,Mobile
1357077,21,male,952.0,2766,1931,216,225,0.2810429532476588,Medium Engagement,Mobile
1638976,18,female,401.0,2281,1790,7176,3256,0.281033328655294,Medium Engagement,Mobile
1668695,24,female,182.0,2938,1272,6018,17765,0.2808185875152806,Medium Engagement,Mobile
1033851,19,female,581.0,3118,1782,724,3589,0.2806204060463301,Medium Engagement,Both
1878566,29,female,829.0,1570,1030,13692,3114,0.28048897701218445,Medium Engagement,Mobile
1903656,17,female,357.0,4654,141,1608,9592,0.28035600694838825,Medium Engagement,Mobile
1536090,18,female,398.0,4147,926,457,2180,0.2796121270292427,Medium Engagement,Mobile
1538511,46,female,447.0,1989,1710,8275,11436,0.27955872808735854,Medium Engagement,Web
2136143,23,male,422.0,4047,1097,66,54,0.27919161736162035,Medium Engagement,Both
1299454,16,female,776.0,2993,1681,768,3659,0.2791204308782353,Medium Engagement,Both
2008877,108,male,1587.0,2460,1158,2753,593,0.2790288205079658,Medium Engagement,Mobile
1432216,68,female,869.0,4207,488,14,178,0.27896594462185237,Medium Engagement,Mobile
1085984,21,male,993.0,2245,1397,6040,2568,0.27895262463676274,Medium Engagement,Web
2020433,27,female,1487.0,2907,983,1488,1245,0.2789278303020566,Medium Engagement,Both
1512331,80,male,788.0,3331,1476,28,738,0.27883391282249687,Medium Engagement,Mobile
2010676,16,male,460.0,3079,1994,453,254,0.27837742563907925,Medium Engagement,Mobile
1397326,25,male,404.0,3113,2080,21,24,0.27796174732689166,Medium Engagement,Mobile
1767178,94,male,1142.0,2517,1977,1,8,0.2778190712014714,Medium Engagement,Mobile
1604095,15,female,371.0,4826,97,815,4801,0.2776515165916566,Medium Engagement,Mobile
1148141,16,female,682.0,3647,1168,355,539,0.2774029271639102,Medium Engagement,Mobile
1424581,19,female,1177.0,2507,1610,1746,2458,0.27704567297511373,Medium Engagement,Both
1313410,108,female,887.0,3579,1076,90,284,0.2769998234491272,Medium Engagement,Mobile
1628666,103,male,825.0,3167,1271,1854,814,0.276981535113017,Medium Engagement,Mobile
1430725,38,male,446.0,4413,315,1962,650,0.2767407068870369,Medium Engagement,Mobile
1818104,17,female,519.0,2238,1689,5591,15623,0.2764594530897364,Medium Engagement,Both
1226940,15,female,665.0,2935,1660,1353,5977,0.27629154000823664,Medium Engagement,Both
1212514,17,female,524.0,4452,454,328,548,0.27606468363319675,Medium Engagement,Mobile
2063006,20,female,402.0,1988,332,7351,106025,0.275919788549881,Medium Engagement,Mobile
1669037,19,female,962.0,3499,794,1451,2821,0.2756936313183795,Medium Engagement,Both
2002114,101,female,818.0,3597,1109,16,365,0.27568197492054686,Medium Engagement,Web
1959232,17,female,1151.0,2184,1584,3156,9863,0.275046000779117,Medium Engagement,Web
1769821,19,female,608.0,4507,296,202,1185,0.2747304407915284,Medium Engagement,Mobile
1273199,16,female,589.0,2972,1717,1319,2864,0.27463527189288334,Medium Engagement,Web
1310982,17,female,629.0,3505,1224,861,846,0.27462710392309936,Medium Engagement,Mobile
1243228,102,female,390.0,2842,1735,3273,2176,0.2744290294959229,Medium Engagement,Web
1539861,16,male,644.0,2669,2195,111,1515,0.27429181800512575,Medium Engagement,Web
2174049,20,male,1716.0,2858,825,640,2552,0.2740037680217344,Medium Engagement,Mobile
1247217,20,male,527.0,2712,2289,2,317,0.2736357121609647,Medium Engagement,Mobile
1329365,19,male,938.0,2941,1579,29,3916,0.2736092231684757,Medium Engagement,Mobile
1731072,21,female,1263.0,1602,1085,8721,12938,0.2734376124581082,Medium Engagement,Both
1476864,16,female,313.0,4578,399,253,6118,0.2733935843261324,Medium Engagement,Web
1008872,25,female,273.0,2332,1849,6135,4952,0.2733615551092348,Medium Engagement,Mobile
1940972,38,male,1077.0,3105,1325,5,14,0.27314209933546946,Medium Engagement,Web
1422110,19,female,402.0,4732,196,294,1893,0.27276111256958374,Medium Engagement,Mobile
1995608,21,male,996.0,2473,1999,60,3409,0.2727437714208765,Medium Engagement,Mobile
1483216,18,male,616.0,4431,188,509,6103,0.2722518212260381,Medium Engagement,Web
1372279,103,female,574.0,4229,594,49,1196,0.27216038413904,Medium Engagement,Mobile
1893449,15,female,559.0,3500,1311,465,743,0.27199415713760716,Medium Engagement,Mobile
1557619,18,female,438.0,3547,1205,1337,2011,0.2713990650036302,Medium Engagement,Mobile
1030958,17,female,600.0,2540,2142,1185,1193,0.2713879018542633,Medium Engagement,Mobile
1924964,19,male,487.0,3285,1256,2094,5122,0.2713084098837685,Medium Engagement,Web
2027384,101,male,1505.0,1310,545,11696,17434,0.27124907951209143,Medium Engagement,Mobile
1892405,20,female,901.0,4106,398,40,71,0.2711476283638499,Medium Engagement,Mobile
1446210,17,female,309.0,4540,454,290,2047,0.271104667311567,Medium Engagement,Web
1257921,61,male,1695.0,2845,505,2074,6138,0.2710631913912893,Medium Engagement,Both
1340926,108,male,1384.0,2511,1459,759,875,0.27077963295006824,Medium Engagement,Mobile
1128034,23,female,795.0,3993,198,2112,4548,0.270622232139885,Medium Engagement,Mobile
1841932,18,female,953.0,2569,1275,3810,3571,0.27061340122879,Medium Engagement,Web
1551501,100,male,647.0,2645,2129,262,299,0.2703026407390264,Medium Engagement,Web
1468499,18,male,728.0,2609,2085,251,283,0.27012173219987307,Medium Engagement,Mobile
1522217,94,male,1727.0,2200,1552,80,286,0.27000641554810606,Medium Engagement,Web
1766297,18,female,1174.0,2209,1184,5006,5190,0.2692660450027629,Medium Engagement,Web
1359370,19,female,668.0,3675,764,1337,4036,0.2691566979694705,Medium Engagement,Both
1873314,45,female,1025.0,3144,1172,431,640,0.26912582841345867,Medium Engagement,Both
1266118,20,female,926.0,2843,1042,3547,2317,0.26893739324944427,Medium Engagement,Mobile
1166085,20,female,463.0,4180,649,212,2001,0.2689368959689526,Medium Engagement,Mobile
1494340,103,female,677.0,4075,611,0,7,0.26878167128424446,Medium Engagement,None
1641987,19,male,1440.0,2564,1394,248,314,0.268510536742975,Medium Engagement,Both
1585761,68,male,655.0,2766,1915,411,560,0.2678879500940418,Medium Engagement,Both
1090396,19,female,247.0,2653,702,10386,5354,0.2672284998888122,Medium Engagement,Both
2083603,49,female,1827.0,2360,950,1426,3433,0.26698615723080793,Medium Engagement,Web
1891491,102,male,1459.0,2356,1480,702,711,0.26692631363246155,Medium Engagement,Both
2092631,23,male,285.0,4478,275,1154,4371,0.2668312685621132,Medium Engagement,Both
1058648,103,male,1421.0,2540,1405,32,1660,0.26622500138223437,Medium Engagement,Mobile
1154291,18,female,666.0,4351,270,8,86,0.2659385490511691,Medium Engagement,Mobile
1581307,20,male,2026.0,1863,1315,1290,548,0.26558045841205324,Medium Engagement,Both
1257473,17,female,258.0,4230,697,467,1175,0.26539499667720673,Medium Engagement,Both
1708655,18,female,463.0,4380,426,0,138,0.2652157438609817,Medium Engagement,None
1784983,23,male,497.0,2733,2044,412,832,0.26510407272475955,Medium Engagement,Mobile
1603868,24,female,601.0,3769,479,2128,6362,0.26505478627417484,Medium Engagement,Mobile
1223717,108,female,1055.0,2922,1366,4,107,0.2648397056213066,Medium Engagement,Mobile
1653640,68,male,593.0,3628,837,1386,921,0.26471425835477985,Medium Engagement,Both
1910579,21,male,668.0,2601,2074,9,55,0.2642154096475464,Medium Engagement,Mobile
1540687,15,female,417.0,4191,382,1253,3937,0.2641848389124363,Medium Engagement,Both
1661104,15,female,500.0,3478,902,2318,1703,0.26381175045405714,Medium Engagement,Web
1022725,19,male,432.0,2764,2018,637,352,0.26374190972704487,Medium Engagement,Both
1076918,18,female,601.0,2855,1521,1911,1767,0.26368283046773155,Medium Engagement,Mobile
1527265,96,female,2341.0,2236,739,288,353,0.26364561846440476,Medium Engagement,Both
1851736,20,female,469.0,4185,580,48,109,0.2633924904461527,Medium Engagement,Mobile
1942093,19,male,653.0,3623,856,215,6699,0.2633421485915585,Medium Engagement,Mobile
1976445,43,female,995.0,2564,1408,1963,2345,0.26313597893197604,Medium Engagement,Mobile
1415543,19,female,511.0,2954,1069,4217,3696,0.26243834724903375,Medium Engagement,Both
1839000,23,male,883.0,2211,1684,3294,546,0.26240178549721244,Medium Engagement,Both
1164641,36,male,449.0,2856,1674,1532,3658,0.26228367451644136,Medium Engagement,Web
1719092,100,female,2144.0,1690,1315,1225,555,0.26192156187686966,Medium Engagement,Both
1001431,18,female,1249.0,2843,828,1679,5765,0.26180627068194684,Medium Engagement,Mobile
1945705,17,female,882.0,3357,978,177,314,0.26147344506114356,Medium Engagement,Both
2142501,17,female,862.0,2420,1916,405,1847,0.2611949861094828,Medium Engagement,Mobile
1418432,100,male,941.0,3865,413,1,7,0.2611849048744742,Medium Engagement,Web
1485353,108,male,1102.0,2430,1754,26,58,0.26096444959800197,Medium Engagement,Mobile
1905394,14,female,309.0,3303,1284,1819,2384,0.2607811673686098,Medium Engagement,Mobile
1105790,20,female,1519.0,2669,940,769,1354,0.2606524516883558,Medium Engagement,Web
1439214,33,male,266.0,4792,42,177,1052,0.26030089682817187,Medium Engagement,Mobile
1973701,17,female,1436.0,3299,441,236,667,0.2598247049475547,Medium Engagement,Web
1832848,23,female,1627.0,3095,474,222,312,0.2598016123186667,Medium Engagement,Web
1722067,54,female,1568.0,2417,698,3227,3110,0.25943900686017707,Medium Engagement,Mobile
1008166,16,female,433.0,3617,927,338,9852,0.25934511510082786,Medium Engagement,Mobile
1333011,19,female,715.0,3153,1338,6,387,0.25920212065935694,Medium Engagement,Mobile
1500166,70,male,785.0,2664,1468,1621,3067,0.258903826737066,Medium Engagement,Both
1875104,18,female,785.0,4210,156,0,39,0.25886316953258276,Medium Engagement,None
1408420,15,female,1457.0,2989,607,842,1254,0.25837339798802605,Medium Engagement,Web
1820513,20,female,1092.0,1282,936,11130,8704,0.257769659835199,Medium Engagement,Web
1218476,21,female,407.0,2553,1767,2415,5345,0.25770264352446964,Medium Engagement,Mobile
1879965,15,female,575.0,4173,294,336,1845,0.2576684048878968,Medium Engagement,Mobile
1415176,15,female,593.0,3459,1068,166,836,0.25749879952868315,Medium Engagement,Both
1983951,20,female,792.0,2624,517,7460,2513,0.25739067765479895,Medium Engagement,Web
1880489,99,female,1238.0,3216,705,99,19,0.25730216361707026,Medium Engagement,Mobile
1267270,98,female,1293.0,3483,386,0,8,0.2572965200516738,Medium Engagement,None
1715024,18,female,395.0,4376,326,37,153,0.2572430955163486,Medium Engagement,Mobile
1760041,19,female,484.0,3463,1024,875,2000,0.2569079193337179,Medium Engagement,Both
1564560,23,male,1200.0,2211,1804,0,1,0.2566886037811298,Medium Engagement,None
1173053,17,female,532.0,3894,366,1848,1444,0.25665580693892637,Medium Engagement,Mobile
1716377,83,male,2124.0,2191,894,30,75,0.25620383454822415,Medium Engagement,Mobile
1757787,18,female,592.0,2426,585,8667,9534,0.25604983825327254,Medium Engagement,Mobile
2126022,39,male,947.0,1729,589,10115,18110,0.25591129085694503,Medium Engagement,Mobile
1366239,18,female,574.0,3179,1382,29,68,0.25584711789419196,Medium Engagement,Mobile
1772227,16,female,282.0,3792,581,2259,4788,0.2557399918773252,Medium Engagement,Mobile
1817366,18,female,1297.0,2447,1036,2164,2945,0.25573247484177725,Medium Engagement,Web
1919841,45,female,1419.0,1230,491,11615,11929,0.255610404579412,Medium Engagement,Mobile
2136337,103,female,920.0,4119,36,41,505,0.2555849657785796,Medium Engagement,Web
1245957,15,female,476.0,2430,2177,390,1613,0.2555553222142982,Medium Engagement,Both
1406197,102,male,1085.0,2560,1525,5,2,0.255491494182858,Medium Engagement,Mobile
1197783,53,female,2220.0,1990,623,1700,6043,0.25537561616589993,Medium Engagement,Mobile
1508742,45,female,1627.0,2380,985,849,2766,0.2550274822962598,Medium Engagement,Both
2113247,18,female,1556.0,3158,299,467,1702,0.2541778016784772,Medium Engagement,Mobile
1729341,21,male,587.0,2784,809,5177,5423,0.25385729222659315,Medium Engagement,Mobile
1321996,18,female,702.0,3103,1240,95,2649,0.2537529505207973,Medium Engagement,Mobile
1636714,15,female,887.0,2956,1248,56,275,0.2533860796602279,Medium Engagement,Mobile
1421401,19,male,1186.0,2358,1514,385,1023,0.25333735865861023,Medium Engagement,Mobile
1744078,22,female,84.0,4508,195,905,4844,0.25326774039235583,Medium Engagement,Both
1639565,59,female,499.0,2834,1375,2134,2763,0.2532346685719616,Medium Engagement,Both
1763036,18,male,806.0,2530,1777,53,1,0.2531794604878985,Medium Engagement,Both
2122302,62,male,758.0,4066,214,10,90,0.25317826061160775,Medium Engagement,Web
1647174,113,female,1503.0,2830,735,224,256,0.25298849169118653,Medium Engagement,Mobile
1656477,68,male,550.0,584,347,21652,10220,0.2529619047180293,Medium Engagement,Mobile
1564435,23,female,1115.0,2901,1068,38,507,0.252835278360976,Medium Engagement,Both
1133967,64,male,374.0,4524,100,13,208,0.25269896026029576,Medium Engagement,Mobile
1761484,103,female,560.0,3018,547,5595,1926,0.25245682880111925,Medium Engagement,Web
1237158,19,male,481.0,2476,2103,66,2196,0.25242466119838897,Medium Engagement,Web
1301550,26,female,515.0,3898,592,27,579,0.2517879710720453,Medium Engagement,Mobile
1333327,103,male,1024.0,2236,1632,1296,220,0.2517365338970098,Medium Engagement,Web
1550870,16,female,511.0,3567,810,695,1842,0.25159667019807025,Medium Engagement,Mobile
1314118,51,female,391.0,3279,1115,1383,1926,0.2515011981416765,Medium Engagement,Mobile
1336111,63,male,612.0,2630,1655,1031,753,0.2514643912372835,Medium Engagement,Mobile
1267229,24,female,484.0,1171,695,14799,22513,0.251243621606633,Medium Engagement,Mobile
1462904,16,female,527.0,3163,1345,50,71,0.2511725072100697,Medium Engagement,Mobile
1717724,20,female,242.0,2355,1773,3981,3391,0.2510291304182737,Medium Engagement,Web
1131419,49,male,1320.0,2036,1588,940,503,0.2509824890305699,Medium Engagement,Web
1749626,108,female,1291.0,3403,314,123,381,0.25092873979428476,Medium Engagement,Mobile
1071836,16,female,377.0,4105,306,1005,1805,0.25063047847045355,Medium Engagement,Both
1932226,21,female,975.0,2861,1106,563,973,0.2504861980153536,Medium Engagement,Both
1186184,108,female,854.0,3253,669,1329,2088,0.2504746029266716,Medium Engagement,Both
2142811,20,female,1537.0,1722,1017,4501,6016,0.25043196401724493,Medium Engagement,Both
1176259,68,male,761.0,2440,1735,666,500,0.2496960927617582,Medium Engagement,Mobile
1939424,18,female,454.0,2520,1672,1914,5195,0.2495826932222865,Medium Engagement,Mobile
1785570,17,female,510.0,3197,1147,899,337,0.24949640601444328,Medium Engagement,Web
1878887,16,female,350.0,3704,528,2274,1163,0.24930648632464963,Medium Engagement,Mobile
1458985,28,female,290.0,2218,1618,4626,10268,0.2492879677344282,Medium Engagement,Mobile
1458216,15,female,882.0,3407,627,364,1213,0.24925014923075756,Medium Engagement,Mobile
2053925,101,male,1865.0,1836,1379,37,16,0.24921756781149002,Medium Engagement,Web
1804255,18,female,682.0,3989,260,119,596,0.24911198309128538,Medium Engagement,Mobile
1119263,86,female,939.0,3387,662,12,1,0.24891590754895376,Medium Engagement,Both
1692860,21,female,1165.0,3257,501,240,2277,0.2489022724757406,Medium Engagement,Both
1743715,23,male,558.0,2982,1464,0,39,0.2487828296478071,Medium Engagement,None
1807752,16,female,885.0,2502,1315,1870,883,0.24838245135145637,Medium Engagement,Web
1565349,19,female,466.0,3070,1365,348,2011,0.24835901772049096,Medium Engagement,Mobile
1833990,24,female,1663.0,2039,1100,1390,1546,0.24835599942783199,Medium Engagement,Both
1148962,14,female,202.0,2998,1505,1205,5407,0.24827001477341498,Medium Engagement,Mobile
2075815,20,female,464.0,3411,529,3158,2061,0.24765154763962646,Medium Engagement,Mobile
1110149,18,female,430.0,2435,1614,2840,3135,0.24711803005117294,Medium Engagement,Web
1257757,18,female,268.0,2569,2130,40,430,0.246712762665541,Medium Engagement,Mobile
1504420,20,female,543.0,3437,786,663,3794,0.24660564170433605,Medium Engagement,Both
1624190,16,female,569.0,3528,824,17,325,0.2465018302286554,Medium Engagement,Mobile
1336228,68,female,977.0,3025,945,17,186,0.2461884526135467,Medium Engagement,Mobile
1184126,15,female,636.0,2769,453,6135,5444,0.24590180650245552,Medium Engagement,Mobile
1998811,17,female,189.0,3521,704,2583,4389,0.24574528692466996,Medium Engagement,Mobile
1967451,14,female,336.0,3426,1073,405,762,0.24563020966427615,Medium Engagement,Mobile
1635584,21,male,471.0,2504,1987,1,7,0.2455764127090524,Medium Engagement,Mobile
2058557,15,female,657.0,3194,1017,268,767,0.24539802615944567,Medium Engagement,Both
1006170,64,female,1340.0,2052,1408,1076,501,0.24514512064290223,Medium Engagement,Web
1992431,24,female,1486.0,1986,1245,1464,1962,0.24511242960395696,Medium Engagement,Web
1584885,59,female,1849.0,1837,949,1947,2133,0.24458433479881636,Medium Engagement,Web
1397896,39,female,397.0,2049,768,9410,12443,0.2445639628039206,Medium Engagement,Mobile
1680023,17,female,736.0,2415,1795,3,0,0.2444642394657026,Medium Engagement,Web
1719467,32,male,1120.0,2694,1105,3,38,0.24371016103218376,Medium Engagement,Mobile
1307672,65,female,858.0,2490,996,3477,641,0.24370096504658512,Medium Engagement,Mobile
1863890,55,male,847.0,3096,940,9,317,0.24337708581253364,Medium Engagement,Web
1799620,19,female,1332.0,2258,1245,450,1437,0.24308797653036587,Medium Engagement,Both
1389037,22,female,1713.0,2157,1065,2,19,0.2428242387315226,Medium Engagement,Mobile
1311714,19,male,503.0,2404,1993,4,515,0.24272980540726252,Medium Engagement,Mobile
2055363,18,male,383.0,2382,2134,23,180,0.24257812620046132,Medium Engagement,Mobile
1535976,102,female,1624.0,2435,770,194,3364,0.24254174374671228,Medium Engagement,Mobile
1813646,19,male,587.0,2274,2040,44,15,0.24234622941870007,Medium Engagement,Web
1742814,15,female,625.0,2825,1281,528,3535,0.2420618941143534,Medium Engagement,Mobile
1963616,94,male,1210.0,2352,1329,45,188,0.24190361628514795,Medium Engagement,Mobile
1974177,18,male,623.0,2255,1815,1050,2136,0.2418790766865166,Medium Engagement,Mobile
1597178,20,male,686.0,2404,1794,3,78,0.24152780352027764,Medium Engagement,Mobile
2113222,58,female,184.0,3120,957,3194,3318,0.24139950514794545,Medium Engagement,Web
1493724,16,female,718.0,3412,583,530,1649,0.24119959397120505,Medium Engagement,Both
1739975,108,male,933.0,3325,477,395,1738,0.2409326204761897,Medium Engagement,Web
2119798,21,female,1380.0,3095,333,168,495,0.2409035047225121,Medium Engagement,Mobile
2041292,50,female,814.0,2179,1551,1864,1777,0.240613765411086,Medium Engagement,Both
1710440,18,female,404.0,2014,1324,5455,15089,0.24048098712973473,Medium Engagement,Both
1123687,19,female,537.0,2671,1636,0,222,0.2404273922501146,Medium Engagement,None
1487565,108,male,800.0,2555,1042,2416,3468,0.24016446158656485,Medium Engagement,Both
1728221,15,female,534.0,3190,936,369,5770,0.24004321687680713,Medium Engagement,Mobile
1264500,18,male,516.0,2129,1678,2803,4724,0.23969913147430774,Medium Engagement,Web
2000261,21,female,1269.0,2047,640,5155,4077,0.2396586906245429,Medium Engagement,Both
1719628,63,female,991.0,2921,908,9,26,0.23960417868550596,Medium Engagement,Mobile
1438852,63,male,1397.0,1833,1620,113,832,0.23956281384672345,Medium Engagement,Web
1675135,36,female,184.0,4138,122,1315,5558,0.23954602515161955,Medium Engagement,Mobile
1671707,74,male,1662.0,1384,833,6086,1059,0.23918891144021476,Medium Engagement,Both
1824450,23,male,272.0,4274,100,170,3488,0.23889124795499211,Medium Engagement,Mobile
1306533,20,female,680.0,3273,775,228,1226,0.23886222043297858,Medium Engagement,Mobile
1240333,19,female,1583.0,2224,940,538,698,0.238770607156518,Medium Engagement,Both
1520751,27,male,1179.0,1900,1636,831,347,0.23866732334017093,Medium Engagement,Mobile
1646437,33,male,1473.0,1100,742,8749,8059,0.23791314790831947,Medium Engagement,Mobile
1280840,19,female,898.0,2832,1048,49,231,0.2378727982228792,Medium Engagement,Web
1616766,68,male,1276.0,1992,1529,199,127,0.23760830700761426,Medium Engagement,Mobile
1546436,48,male,392.0,4272,26,8,561,0.23742107416222563,Medium Engagement,Mobile
1077282,21,male,1766.0,2352,180,2897,2317,0.23736425127536248,Medium Engagement,Mobile
1229700,16,male,742.0,2264,1669,663,1362,0.23730133676091641,Medium Engagement,Web
1601244,18,female,483.0,3330,781,513,4187,0.23716972190746308,Medium Engagement,Mobile
2150204,18,female,583.0,3013,972,864,2973,0.23693457377279004,Medium Engagement,Mobile
1460631,16,male,313.0,2580,1729,887,405,0.23679535455855552,Medium Engagement,Web
1533729,19,female,1387.0,2780,551,266,818,0.23679075531346952,Medium Engagement,Mobile
1320139,113,male,1740.0,1709,1381,10,95,0.2367369790434744,Medium Engagement,Both
1408526,17,male,517.0,2458,1710,484,716,0.23645967005035481,Medium Engagement,Mobile
1005698,16,male,212.0,3869,565,252,407,0.23619341149445802,Medium Engagement,Mobile
1317774,20,female,700.0,3547,460,1,345,0.2360469568062003,Medium Engagement,Mobile
2014301,18,male,804.0,2710,1149,459,1131,0.23601466609584754,Medium Engagement,Mobile
1034591,16,female,826.0,2825,1002,514,502,0.23576772294678763,Medium Engagement,Mobile
2094770,108,male,1861.0,2234,680,44,166,0.23567276449633587,Medium Engagement,Web
1975886,28,male,431.0,2354,1964,73,80,0.2355669811873734,Medium Engagement,Mobile
1591060,18,female,247.0,2624,1770,580,528,0.23550369651410846,Medium Engagement,Mobile
1468235,84,female,1698.0,2650,408,4,23,0.23545349526355713,Medium Engagement,Mobile
1900164,23,male,1026.0,2352,790,3228,4077,0.23542676226356635,Medium Engagement,Web
1224155,113,male,1262.0,1950,1544,167,188,0.2353222361945994,Medium Engagement,Mobile
2163907,15,female,313.0,3707,530,740,781,0.23527702583862592,Medium Engagement,Web
1270799,18,female,422.0,2770,1441,462,1495,0.23520264244878508,Medium Engagement,Web
1693434,21,female,399.0,4211,28,18,1027,0.2351908612104132,Medium Engagement,Mobile
1905980,20,male,1327.0,2647,756,11,888,0.23508602773343018,Medium Engagement,Both
1670309,16,female,1042.0,2293,1410,26,683,0.23501640388201606,Medium Engagement,Mobile
1003700,69,female,1776.0,1330,947,4142,5084,0.23499491697317482,Medium Engagement,Both
1595764,23,male,173.0,4304,166,9,49,0.23495366341172957,Medium Engagement,Web
1762561,28,male,1193.0,2416,745,1425,10257,0.234857066803963,Medium Engagement,Both
1959804,18,female,644.0,2778,1131,962,856,0.2347490155126098,Medium Engagement,Mobile
1284401,22,male,65.0,2685,1832,507,3508,0.23459702600722615,Medium Engagement,Mobile
2032933,102,female,3019.0,1041,678,518,725,0.2345326232002672,Medium Engagement,Both
1136908,20,male,435.0,2939,984,1856,2704,0.23437848222593702,Medium Engagement,Mobile
2055573,18,female,416.0,3386,735,733,1557,0.23433019701413155,Medium Engagement,Mobile
1480563,18,male,486.0,2191,1509,3150,2344,0.2341990197066712,Medium Engagement,Web
1872383,21,female,1176.0,2207,965,2213,2138,0.2341083900851736,Medium Engagement,Web
1285576,21,female,1054.0,2805,802,281,451,0.234099950567477,Medium Engagement,Mobile
1688481,83,male,1158.0,1850,1018,4215,2690,0.23404484185773572,Medium Engagement,Web
1155656,19,male,647.0,2114,1915,368,409,0.2339376694654521,Medium Engagement,Web
2025395,18,female,247.0,2839,1420,1042,1300,0.23380073097417378,Medium Engagement,Mobile
1711518,19,female,622.0,2560,925,3585,773,0.23351284419296064,Medium Engagement,Web
1934957,108,female,3101.0,1164,497,248,281,0.2334713134062259,Medium Engagement,Both
2033463,18,female,551.0,3014,1028,226,3037,0.23312647585190455,Medium Engagement,Mobile
1119831,18,female,570.0,3475,546,233,1576,0.23311943870015397,Medium Engagement,Mobile
1312765,24,male,1068.0,2143,1504,69,48,0.23303446714355025,Medium Engagement,Both
2127584,16,female,744.0,2427,1436,282,3317,0.23289163564404053,Medium Engagement,Web
1404979,16,female,655.0,2758,1153,386,3592,0.2328281353590913,Medium Engagement,Mobile
1313584,71,female,2283.0,1533,813,754,785,0.2327879928274098,Medium Engagement,Web
1371277,96,female,1446.0,2914,324,5,11,0.23276262524670915,Medium Engagement,Both
1356284,17,female,254.0,3735,486,852,929,0.23276136547728174,Medium Engagement,Web
1942327,53,female,1816.0,1837,1041,282,195,0.23270249587359443,Medium Engagement,Web
1292451,20,female,640.0,2502,1429,658,791,0.2324532467068039,Medium Engagement,Mobile
1432950,20,female,1366.0,2801,510,3,346,0.23241879687968697,Medium Engagement,Mobile
1908082,103,male,1300.0,1744,937,4307,2860,0.2324011959038529,Medium Engagement,Mobile
1850094,18,male,532.0,2318,1754,515,527,0.23229271026744072,Medium Engagement,Both
1125963,15,female,1168.0,1854,833,4981,3050,0.2321738237530824,Medium Engagement,Both
1772336,17,female,1270.0,1458,1039,5494,4388,0.2319907560787724,Medium Engagement,Web
1743401,24,male,1465.0,1722,1229,1827,744,0.23188879889565858,Medium Engagement,Mobile
1458639,15,female,634.0,2990,901,430,3339,0.23160062349824484,Medium Engagement,Both
1775690,19,male,1475.0,2416,779,62,323,0.23151130316195762,Medium Engagement,Both
1712413,20,female,508.0,2583,646,5025,5969,0.2312156689350384,Medium Engagement,Web
2115148,103,female,1180.0,3191,246,75,300,0.2311325315503318,Medium Engagement,Both
1144249,19,female,327.0,3036,1141,644,1394,0.23106446689274077,Medium Engagement,Both
2033044,25,female,329.0,1315,1003,11257,13397,0.23082336692393415,Medium Engagement,Mobile
1430616,16,female,717.0,2733,724,2671,1923,0.23073791101190363,Medium Engagement,Mobile
1411015,21,male,366.0,2251,1993,279,375,0.23049655823934834,Medium Engagement,Both
2050257,20,male,940.0,2291,655,3834,8861,0.2301937300722361,Medium Engagement,Web
2149030,20,female,758.0,2885,850,665,1480,0.23018081596601736,Medium Engagement,Both
